stars,movies,appearances
Paul Bettany,"['Gangster No. 1', 'Dogville', 'Master and Commander: The Far Side of the World', 'Wimbledon', 'Firewall', 'The Young Victoria', 'Creation', 'The Tourist', 'Legion', 'Margin Call', 'Priest', ""Journey's End"", 'Uncle Frank']",13
Paul Blair,['Outpost'],1
Paul Borghese,['The Babysitters'],1
Paul Brannigan,"[""The Angels' Share""]",1
Paul Briggs,['Raya and the Last Dragon'],1
Paul Brizzi,"['Asterix Versus Caesar', 'Fantasia 2000']",2
Paul Burke,['The Thomas Crown Affair'],1
Paul Busche,['Goodbye Berlin'],1
Paul Calderon,['Girlfight'],1
Paul Dano,"['L.I.E.', 'There Will Be Blood', ""Meek's Cutoff"", 'Looper', 'Ruby Sparks', 'Being Flynn', 'Love & Mercy', 'Swiss Army Man', 'Okja', 'The Fabelmans']",10
Paul Dawson,"['The Big Kahuna', 'Shortbus']",2
Paul Demeyer,['Rugrats in Paris'],1
Paul Dooley,"['Popeye', 'Strange Brew']",2
Paul Fisher,['The Lego Ninjago Movie'],1
Paul Fix,['Zabriskie Point'],1
Paul Fox,['Elizabeth'],1
Paul Frankeur,['The Discreet Charm of the Bourgeoisie'],1
Paul Freeman,"['The Long Good Friday', 'Indiana Jones and the Raiders of the Lost Ark', 'A Fantastic Fear of Everything']",3
Paul Giamatti,"[""Big Momma's House"", 'Big Fat Liar', 'American Splendor', 'Sideways', 'Cinderella Man', 'The Illusionist', 'The Ant Bully', 'Lady in the Water', ""Shoot 'Em Up"", 'The Nanny Diaries', 'Fred Claus', 'The Last Station', 'Cold Souls', 'Duplicity', ""Barney's Version"", 'The Ides of March', 'Win Win', 'Ironclad', 'John Dies at the End', 'Turbo', 'Parkland', 'Love & Mercy', 'The Amazing Spider-Man 2', 'Private Life', ""I Think We're Alone Now""]",25
Paul Greco,['The Last Temptation of Christ'],1
Paul Guilfoyle,['Session 9'],1
Paul Hampton,['Shivers'],1
Paul Henreid,"['Casablanca', 'Now, Voyager']",2
Paul Herman,['Radio Days'],1
Paul Higgins,['Apostle'],1
Paul Hilton,['Lady Macbeth'],1
Paul Hogan,"['Crocodile Dundee', 'Crocodile Dundee II', 'Flipper']",3
Paul Iacono,['G.B.F.'],1
Paul Jesson,['Mr. Turner'],1
Paul Kalkbrenner,['Berlin Calling'],1
Paul Kaye,"[""It's All Gone Pete Tong""]",1
Paul Kelman,['My Bloody Valentine'],1
Paul Koslo,['The Omega Man'],1
Paul L. Smith,['Red Sonja'],1
Paul Langton,['The Incredible Shrinking Man'],1
Paul Lazar,['Married to the Mob'],1
Paul Le Mat,['American Graffiti'],1
Paul Linke,['Motel Hell'],1
Paul Lombardi,['The Fisher King'],1
Paul Lukas,"['The Lady Vanishes', '20,000 Leagues Under the Sea']",2
Paul Lynde,"[""Charlotte's Web""]",1
Paul Mazursky,['Fear and Desire'],1
Paul McCarthy-Boyington,['The Human Race'],1
Paul McCartney,"[""A Hard Day's Night"", 'Help!', 'Yellow Submarine']",3
Paul McGann,"['Withnail & I', 'Alien³', 'Vampire Killers']",3
Paul Mercier,['Resident Evil: Degeneration'],1
Paul Mercurio,['Strictly Ballroom'],1
Paul Mescal,['Aftersun'],1
Paul Meurisse,"['Diabolique', 'Army of Shadows']",2
Paul Muni,"['I Am a Fugitive from a Chain Gang', 'Scarface']",2
Paul Nazak,['The Eyes of My Mother'],1
Paul Newman,"['Cat on a Hot Tin Roof', 'The Long, Hot Summer', 'Exodus', 'The Hustler', 'Hud', 'Harper', 'Torn Curtain', 'Cool Hand Luke', 'Hombre', 'Butch Cassidy and the Sundance Kid', 'The Towering Inferno', 'Slap Shot', 'Absence of Malice', 'The Verdict', 'The Color of Money', ""Nobody's Fool"", 'The Hudsucker Proxy', 'Twilight', 'Message in a Bottle', 'Cars']",20
Paul Nicholls,['If Only'],1
Paul Perri,['Freeway'],1
Paul Popplewell,"['Morvern Callar', ""'71""]",2
Paul Quandt,['My Bodyguard'],1
Paul Raci,['Sound of Metal'],1
Paul Reiser,"['Aliens', 'Whiplash']",2
Paul Reubens,"[""Pee-wee's Big Adventure"", 'Flight of the Navigator', 'Buffy the Vampire Slayer']",3
Paul Rhys,['Chaplin'],1
Paul Ritter,['The Libertine'],1
Paul Rudd,"['Clueless', 'The Object of My Affection', 'The Shape of Things', 'Anchorman: The Legend of Ron Burgundy', 'The 40-Year-Old Virgin', 'Knocked Up', 'I Could Never Be Your Woman', 'Forgetting Sarah Marshall', 'Role Models', 'Over Her Dead Body', 'I Love You, Man', 'Dinner for Schmucks', 'How Do You Know', 'Our Idiot Brother', 'The Perks of Being a Wallflower', 'This Is 40', 'Wanderlust', 'Anchorman 2: The Legend Continues', 'Prince Avalanche', 'Admission', 'They Came Together', 'Ant-Man', 'The Fundamentals of Caring', 'Ant-Man and the Wasp', 'Ideal Home', 'The Catcher Was a Spy', 'Mute', 'Ghostbusters: Afterlife', 'Ant-Man and the Wasp: Quantumania']",29
Paul Rust,"['I Love You, Beth Cooper']",1
Paul Sabella,['Heavy Metal'],1
Paul Sanchez,['Cast Away'],1
Paul Satterfield,"['Fantasia', 'Bambi']",2
Paul Schneider,"['All the Real Girls', 'Lars and the Real Girl', 'Bright Star', 'Water for Elephants']",4
Paul Scofield,"['The Train', 'A Man for All Seasons', 'Hamlet', 'Quiz Show', 'The Crucible']",5
Paul Shenar,"['Raw Deal', 'The Big Blue']",2
Paul Solet,['Tales of Halloween'],1
Paul Sorvino,"['Cruising', 'The Stuff', 'Repo! The Genetic Opera']",3
Paul Soter,"['Beerfest', 'Super Troopers 2']",2
Paul Sparks,"['Thoroughbreds', 'The Lovebirds']",2
Paul Stewart,"['Kiss Me Deadly', 'In Cold Blood']",2
Paul Terry,['James and the Giant Peach'],1
Paul Walker,"['Varsity Blues', ""She's All That"", 'The Skulls', 'The Fast and the Furious', 'Joy Ride', '2 Fast 2 Furious', 'Timeline', 'Noel', 'Into the Blue', 'Running Scared', 'Eight Below', 'Bobby Z', 'The Lazarus Project', 'Fast & Furious', 'Fast Five', 'Furious 6', 'Hours', 'Pawn Shop Chronicles', 'Brick Mansions', 'Furious 7']",20
Paul Walter Hauser,"['Richard Jewell', 'Cruella', 'Queenpins']",3
Paul Weitz,"['Down to Earth', 'About a Boy']",2
Paul Williams,['Phantom of the Paradise'],1
Paul Winfield,"['The Terminator', 'The Serpent and the Rainbow']",2
Paula Beer,"['The Dark Valley', 'Frantz', 'Never Look Away', 'Transit']",4
Paula E. Sheppard,"['Alice, Sweet Alice']",1
Paula Irvine,['Phantasm II'],1
Paula Labaredas,['Unbreakable Souls'],1
Paula Patton,"['Deja Vu', 'Mirrors', 'Swing Vote', 'Precious', 'Just Wright', 'Mission: Impossible - Ghost Protocol', 'Jumping the Broom', '2 Guns', 'Warcraft', 'The Do-Over', 'Traffik']",11
Paula Prentiss,"['The Parallax View', 'The Stepford Wives']",2
Paula Solvak,['Klass'],1
Paulette Dubost,['The Rules of the Game'],1
Paulette Goddard,"['Modern Times', 'The Great Dictator']",2
Paulin Jaccoud,['My Life as a Zucchini'],1
Paulina Gaitan,"['Trade', 'Sin Nombre']",2
Paulina Porizkova,['Thursday'],1
Pauline Acquart,['Water Lilies'],1
Pauline Brunner,['Ernest & Celestine'],1
Pauline Burlet,['The Past'],1
Pauline Lau,['Three... Extremes'],1
Paulo Costanzo,"['Road Trip', '40 Days and 40 Nights', 'Splinter']",3
Pauly Shore,"['Encino Man', 'Son in Law']",2
Paulyn Sun,['Ichi the Killer'],1
Pavail Gulati,['Thappad'],1
Pavel Derevyanko,"['Fortress of War', 'Salyut-7']",2
Pavel Ponomaryov,['Lilya 4-Ever'],1
Pavle Vuisic,"[""Who's Singin' Over There?"", 'Maratonci trce pocasni krug']",2
Pavlik Jansen op de Haar,['Character'],1
Pawan Kalyan,['Vakeel Saab'],1
Pawan Malhotra,"['Black Friday', 'Bang Bang']",2
Payal Nair,['Chhapaak'],1
Payman Maadi,"['Camp X-Ray', 'Last Knights', 'Life and a Day', 'Law of Tehran', ""Leila's Brothers""]",5
Paz Vega,"['Sex and Lucía', 'Spanglish', '10 Items or Less', 'Triage', 'Acts of Vengeance', 'Rambo: Last Blood']",6
Paz de la Huerta,['Enter the Void'],1
Pearl Bailey,['The Fox and the Hound'],1
Pearl Chanda,['See How They Run'],1
Pedro Cardoso,['The Man Who Copied'],1
Pedro Pascal,"['The Equalizer 2', 'Prospect', 'Wonder Woman 1984', 'The Unbearable Weight of Massive Talent']",4
Peeter Jakobi,['Rare Exports'],1
Peggy Ashcroft,"[""The Nun's Story"", 'A Passage to India', 'When the Wind Blows']",3
Peggy Bussieck,['Christiane F.'],1
Peggy Cummins,"['Gun Crazy', 'Curse of the Demon']",2
Peggy Gormley,['Bad Lieutenant'],1
Peggy Holmes,['Secret of the Wings'],1
Peggy Lee,['Lady and the Tramp'],1
Peggy Lipton,"[""A Dog's Purpose""]",1
Pekka Strang,['The Last Kingdom: Seven Kings Must Die'],1
Pell James,['Surveillance'],1
Pelle Hvenegaard,['Pelle the Conqueror'],1
Pembe Mutlu,['Çiçek Abbas'],1
Penelope Allen,['Dog Day Afternoon'],1
Penelope Ann Miller,"['The Freshman', 'Kindergarten Cop', ""Carlito's Way"", 'The Shadow', 'The Relic', 'The Messengers', 'The Birth of a Nation']",7
Penelope Milford,['Coming Home'],1
Penelope Mitchell,"['Curve', 'Look Away']",2
Penelope Wilton,"['Calendar Girls', 'The BFG']",2
Peng Lin,['Little Big Soldier'],1
Penn Badgley,"['Forever Strong', 'The Stepfather', 'Easy A']",3
Penny Eizenga,['Code 8'],1
Penny Leatherbarrow,['Clockwise'],1
Pepa Charro,"[""I'm So Excited!""]",1
Pepita Emmerichs,['Where the Wild Things Are'],1
Peppino Mazzotta,['A Classic Horror Story'],1
Per Christian Ellefsen,['Elling'],1
Per Ragnar,['Let the Right One In'],1
Per Schaanning,['The Bothersome Man'],1
Per Theodor Haugen,['The Pinchcliffe Grand Prix'],1
Perce Pearce,['Snow White and the Seven Dwarfs'],1
Percelle Ascott,['I Came By'],1
Percy Marmont,['Young and Innocent'],1
Perdita Weeks,"['As Above, So Below']",1
Peri Baumeister,['Blood Red Sky'],1
Perico Cervantes,['Marshland'],1
Pernilla Allwin,['Fanny and Alexander'],1
Perrey Reeves,"[""Child's Play 3""]",1
Perry King,['Class of 1984'],1
Perry Lopez,"['Chinatown', 'Death Wish 4: The Crackdown']",2
Perry Pirkanen,['Cannibal Holocaust'],1
Peta Wilson,['The League of Extraordinary Gentlemen'],1
Petar Bencina,['Toma'],1
Petar Strugar,['Montevideo: Taste of a Dream'],1
Pete Davidson,['The King of Staten Island'],1
Pete O'Herne,['Bad Taste'],1
Pete Postlethwaite,"['In the Name of the Father', 'Brassed Off', 'James and the Giant Peach', 'DragonHeart', 'The Lost World: Jurassic Park', 'Solomon Kane']",6
Pete Smith,['The Quiet Earth'],1
Peter Andersson,['The Girl Who Played with Fire'],1
Peter Apostolopoulos,['The Conspiracy'],1
Peter Barton,['Friday the 13th: The Final Chapter'],1
Peter Behn,['Bambi'],1
Peter Berg,"['Fire in the Sky', 'The Last Seduction', 'The Great White Hype']",3
Peter Billingsley,"['A Christmas Story', 'A Christmas Story Christmas']",2
Peter Boyle,"['The Candidate', 'The Friends of Eddie Coyle', 'Young Frankenstein', 'Hardcore', 'Where the Buffalo Roam', 'Outland', 'Red Heat', 'The Dream Team', 'The Shadow', 'While You Were Sleeping', 'Doctor Dolittle']",11
Peter Breck,['Shock Corridor'],1
Peter Brocco,"[""One Flew Over the Cuckoo's Nest""]",1
Peter Brown,['Foxy Brown'],1
Peter Bull,['The African Queen'],1
Peter Capaldi,"['The Lair of the White Worm', 'In the Loop', 'The Personal History of David Copperfield']",3
Peter Cilella,['Resolution'],1
Peter Coyote,"['E.T.', 'Jagged Edge', 'Bitter Moon', 'Kika', 'Sphere', 'A Walk to Remember', 'Femme Fatale']",7
Peter Cushing,"['The Curse of Frankenstein', 'Horror of Dracula', 'The Hound of the Baskervilles', 'The Mummy', 'Tales from the Crypt', 'Horror Express']",6
Peter Dante,"[""Grandma's Boy""]",1
Peter Dinklage,"['The Station Agent', 'Find Me Guilty', 'Death at a Funeral', 'A Little Bit of Heaven', 'Knights of Badassdom', 'The Angriest Man in Brooklyn', 'Pixels', 'The Boss', 'Rememory', ""I Think We're Alone Now"", 'I Care a Lot', 'Cyrano']",12
Peter Dobson,['The Frighteners'],1
Peter Donat,['The Deep End'],1
Peter Dvorsky,['Videodrome'],1
Peter Facinelli,"['The Big Kahuna', 'The Twilight Saga: Breaking Dawn - Part 2', 'Countdown']",3
Peter Falk,"['The Great Race', 'A Woman Under the Influence', 'Murder by Death', 'Undisputed']",4
Peter Farrelly,"['Kingpin', ""There's Something About Mary"", 'Me, Myself & Irene', 'Osmosis Jones', 'Shallow Hal', 'Stuck on You', 'Fever Pitch', 'The Heartbreak Kid', 'Hall Pass', 'The Three Stooges', 'Dumb and Dumber To']",11
Peter Ferdinando,"['A Field in England', 'Archive']",2
Peter Finch,"[""The Nun's Story"", 'The Flight of the Phoenix', 'Network']",3
Peter Firth,"['Tess', 'Lifeforce', 'Mighty Joe Young', 'MI-5', 'Risen']",5
Peter Fitz,['Werckmeister Harmonies'],1
Peter Fonda,"['Easy Rider', 'Futureworld', 'The Limey']",3
Peter Friedman,"['The Seventh Sign', 'Single White Female', 'The Savages']",3
Peter Gallagher,"['Sex, Lies, and Videotape', 'While You Were Sleeping', 'The Man Who Knew Too Little', 'House on Haunted Hill', 'Adam', 'Palm Springs']",6
Peter Gantzler,"['Italiensk for begyndere', 'The Boss of It All']",2
Peter Gonzales Falcon,['Roma'],1
Peter Greene,"['The Mask', 'Blue Streak', 'Turnabout']",3
Peter Hermann,['Goodnight Mommy'],1
Peter Hooten,['The Inglorious Bastards'],1
Peter Horton,"['Children of the Corn', 'Amazon Women on the Moon']",2
Peter Huyck,['A Good Old Fashioned Orgy'],1
Peter Kay,['Wallace & Gromit: The Curse of the Were-Rabbit'],1
Peter Lanzani,['The Clan'],1
Peter Lawford,"['Easter Parade', 'Exodus', ""Ocean's Eleven""]",3
Peter Lorre,"['The Man Who Knew Too Much', 'The Maltese Falcon', '20,000 Leagues Under the Sea', 'The Raven']",4
Peter MacNicol,"['Dragonslayer', ""Sophie's Choice"", 'Dracula: Dead and Loving It', 'Bean']",4
Peter MacQueen,['Supernova'],1
Peter Macdissi,"['Towelhead', 'Uncle Frank']",2
Peter Marquardt,['El Mariachi'],1
Peter Masterson,['The Stepford Wives'],1
Peter McRobbie,['The Visit'],1
Peter Meadows,['The Believer'],1
Peter Mooney,['The Prodigy'],1
Peter Mullan,"['Ordinary Decent Criminal', 'Young Adam', 'Criminal', 'Boy A', 'The Last Legion', 'Tyrannosaur', 'Welcome to the Punch', 'The Vanishing']",8
Peter Mygind,['Flame & Citron'],1
Peter O'Toole,"['Becket', ""What's New Pussycat"", 'How to Steal a Million', 'The Lion in Winter', 'Caligula', 'The Stunt Man', 'My Favorite Year', 'The Last Emperor', 'High Spirits', 'King Ralph', 'Phantoms', 'Venus']",12
Peter Ostrum,['Willy Wonka & the Chocolate Factory'],1
Peter Outerbridge,"['Haunter', 'Level 16']",2
Peter Pedrero,['Final Score'],1
Peter Ramsey,['Spider-Man: Into the Spider-Verse'],1
Peter Rida Michail,['Teen Titans GO! To the Movies'],1
Peter Riegert,"['Local Hero', 'Oscar', 'The Mask', 'American Pastoral']",4
Peter Sallis,['Wallace & Gromit: The Curse of the Were-Rabbit'],1
Peter Sarsgaard,"[""Boys Don't Cry"", 'Shattered Glass', 'Garden State', 'Kinsey', 'The Skeleton Key', 'Flightplan', 'Rendition', 'An Education', 'Orphan', 'In the Electric Mist', 'Knight and Day', 'Green Lantern', 'Robot & Frank', 'Blue Jasmine', 'Lovelace', 'Night Moves', 'Pawn Sacrifice', 'Experimenter', 'Jackie', 'Loving Pablo', 'The Lie', 'Mr. Jones', 'The Guilty']",23
Peter Scolari,['Camp Nowhere'],1
Peter Sellers,"['The Ladykillers', 'The Pink Panther', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'A Shot in the Dark', ""What's New Pussycat"", 'Casino Royale', 'The Party', 'The Return of the Pink Panther', 'Murder by Death', 'The Pink Panther Strikes Again', 'Revenge of the Pink Panther', 'Being There']",12
Peter Shin,['Stewie Griffin: The Untold Story'],1
Peter Simonischek,"['Toni Erdmann', 'The Command']",2
Peter Sohn,['Lightyear'],1
Peter Spence,['One Week'],1
Peter Spierig,"['Undead', 'Daybreakers', 'Predestination', 'Jigsaw', 'Winchester']",5
Peter Stebbings,['K-19: The Widowmaker'],1
Peter Stickles,['Shortbus'],1
Peter Stormare,"['Fargo', '8MM', 'Dancer in the Dark', 'Windtalkers', 'Lockout', 'Hansel & Gretel: Witch Hunters', 'Clown']",7
Peter Ustinov,"['Quo Vadis', ""We're No Angels"", 'Topkapi', 'Robin Hood', 'Death on the Nile', 'Evil Under the Sun', ""Lorenzo's Oil"", 'Luther']",8
Peter Vaughan,"['Straw Dogs', 'An Ideal Husband']",2
Peter Weller,"['The Adventures of Buckaroo Banzai Across the 8th Dimension', 'RoboCop', 'Leviathan', 'RoboCop 2', 'Naked Lunch', 'Screamers']",6
Peter Wight,['Womb'],1
Peter Wyngarde,['The Innocents'],1
Peter van Eyck,['The Wages of Fear'],1
Peter-Hugo Daly,"[""Cassandra's Dream""]",1
Petr Kopriva,['Valerie and Her Week of Wonders'],1
Petr Ratimec,['The Brothers Grimm'],1
Petronella Barker,['The Bothersome Man'],1
Peyton List,"['Meeting Evil', 'The Thinning']",2
Pharrell Williams,['The Grinch'],1
Pheline Roggan,['Soul Kitchen'],1
Phellipe Haagensen,['City of God'],1
Phetthai Vongkumlao,"['Ong-Bak: The Thai Warrior', 'The Protector']",2
Phi Vu,['Happy Death Day 2U'],1
Phil Buckman,['An American Werewolf in Paris'],1
Phil Daniels,"['Quadrophenia', 'Chicken Run']",2
Phil Davis,['Quadrophenia'],1
Phil Harris,"['The Jungle Book', 'The AristoCats', 'Robin Hood']",3
Phil Hartman,"['Sgt. Bilko', 'Jingle All the Way']",2
Phil Robertson,['No One Gets Out Alive'],1
Phil Rubenstein,['Elvira: Mistress of the Dark'],1
Philemon Chambers,['Single All the Way'],1
Philip Akin,['P2'],1
Philip Baker Hall,"['Hard Eight', 'Bruce Almighty']",2
Philip Bosco,"['Children of a Lesser God', 'The Savages']",2
Philip Carey,['Calamity Jane'],1
Philip Chan,['Hard Boiled'],1
Philip Dodd,['Tracks'],1
Philip Einstein Lipski,['Ronal the Barbarian'],1
Philip Ettinger,['Twelve'],1
Philip Eytan,['The Girlfriend Experience'],1
Philip King,['In the Name of the Father'],1
Philip Martin Brown,['Eye of the Needle'],1
Philip Merivale,['The Stranger'],1
Philip Quast,"[""The Devil's Double""]",1
Philip Seymour Hoffman,"['Happiness', 'Patch Adams', 'Magnolia', 'Flawless', 'State and Main', '25th Hour', 'Punch-Drunk Love', 'Owning Mahowny', 'Along Came Polly', 'Capote', 'Mission: Impossible III', ""Before the Devil Knows You're Dead"", 'The Savages', ""Charlie Wilson's War"", 'Synecdoche, New York', 'Doubt', 'Mary and Max', 'The Boat That Rocked', 'Moneyball', 'The Ides of March', 'The Master', 'A Late Quartet', 'The Hunger Games: Catching Fire', 'A Most Wanted Man', ""God's Pocket""]",25
Philippe Klaus,['Wolf Creek 2'],1
Philippe Lacheau,"['Babysitting', 'Babysitting']",2
Philippe Laudenbach,['Of Gods and Men'],1
Philippe Leroy,"['Le Trou', 'The Night Porter']",2
Philippe Nahon,"['I Stand Alone', 'Irreversible', 'High Tension', 'Dragon Hunters']",4
Philippe Noiret,"['La Grande Bouffe', 'Cinema Paradiso', 'The Postman']",3
Philippe Torreton,['District 13: Ultimatum'],1
Philippine Velge,['Summer of 85'],1
Phillip Edward Van Lear,['Southside with You'],1
Phillip Glasser,['An American Tail: Fievel Goes West'],1
Phillip Rhee,['Best of the Best'],1
Phillip Terry,['The Lost Weekend'],1
Phillipa Soo,['The One and Only Ivan'],1
Phoebe Cates,"['Gremlins', 'Gremlins 2: The New Batch', 'Drop Dead Fred']",3
Phoebe Robinson,['Ibiza'],1
Phoebe Waller-Bridge,['Indiana Jones and the Dial of Destiny'],1
Phoeung Kompheak,['First They Killed My Father'],1
Phylicia Rashad,"['Creed', 'Creed II', 'Black Box', 'A Fall from Grace']",4
Phyllida Law,['The Time Machine'],1
Phyllis Applegate,['Black Dynamite'],1
Phyllis Boyens,"[""Coal Miner's Daughter""]",1
Phyllis Kirk,['House of Wax'],1
Phyllis Logan,['Secrets & Lies'],1
Phyllis Somerville,['Lucky You'],1
Pia De Doses,['Roma'],1
Pico Alexander,['Home Again'],1
Pier Paolo Capponi,"[""The Cat o' Nine Tails""]",1
Piera Degli Esposti,['The Unknown Woman'],1
Pierce Brosnan,"['The Fourth Protocol', 'The Lawnmower Man', 'Mrs. Doubtfire', 'GoldenEye', 'Mars Attacks!', 'Tomorrow Never Dies', ""Dante's Peak"", 'Robinson Crusoe', 'The Thomas Crown Affair', 'The World Is Not Enough', 'The Tailor of Panama', 'Die Another Day', 'After the Sunset', 'Laws of Attraction', 'The Matador', 'Seraphim Falls', 'Shattered', 'Mamma Mia!', 'The Ghost Writer', 'Love Is All You Need', 'The Love Punch', 'The November Man', 'A Long Way Down', 'Some Kind of Beautiful', 'No Escape', 'Survivor', 'I.T.', 'The Only Living Boy in New York', 'Spinning Man', 'Black Adam', 'The Out-Laws']",31
Pierce Gagnon,['Wish I Was Here'],1
Pierfrancesco Favino,"['Suburra', 'The Catcher Was a Spy', 'The Traitor']",3
Pierre Barbaud,['Hiroshima Mon Amour'],1
Pierre Barouh,['A Man and a Woman'],1
Pierre Benezit,['I Am Not an Easy Man'],1
Pierre Bokma,['The Resistance Banker'],1
Pierre Boudreau,['Bon Cop Bad Cop'],1
Pierre Boulanger,['Monsieur Ibrahim'],1
Pierre Brasseur,"['Children of Paradise', 'Eyes Without a Face']",2
Pierre Coffin,"['Minions', 'Minions', 'Despicable Me 3', 'Minions: The Rise of Gru']",4
Pierre Deladonchamps,['Stranger by the Lake'],1
Pierre Fresnay,"['The Grand Illusion', 'Le Corbeau']",2
Pierre Leduc,['The Super Mario Bros. Movie'],1
Pierre Mondy,"['Asterix Versus Caesar', 'Asterix in Britain']",2
Pierre Niney,"['It Boy', 'Yves Saint Laurent', 'Frantz', 'Black Box']",4
Pierre Poirot,['An Officer and a Spy'],1
Pierre Renoir,['Children of Paradise'],1
Pierre Richard,['La Chèvre'],1
Pierre Tornade,"['Asterix the Gaul', 'The Twelve Tasks of Asterix', 'Asterix Versus Caesar', 'Asterix in Britain']",4
Pierre Watrin,['The Twelve Tasks of Asterix'],1
Pierre-Yves Cardinal,['Tom at the Farm'],1
Pierson Fode,"[""Naomi and Ely's No Kiss List""]",1
Pietro Falcone,['Until the End of the World'],1
Pigmalion Dadakaridis,['The Other Me'],1
Pili Groyne,['The Brand New Testament'],1
Pina Pellicer,['One-Eyed Jacks'],1
Pinaki Sengupta,['Aparajito'],1
Ping-Ou Wei,['The Way of the Dragon'],1
Pink,['Happy Feet Two'],1
Pino Van Lamsweerde,['Heavy Metal'],1
Piotr Machalica,['A Short Film About Love'],1
Piper Curda,['The Wretched'],1
Piper Laurie,"['The Hustler', 'Carrie', 'Return to Oz', 'Children of a Lesser God', 'The Grass Harp', 'The Dead Girl']",6
