stars,title,appearances
Jim Carrey,Dumb and Dumber To,27
Jeff Daniels,Dumb and Dumber To,20
Rob Riggle,Dumb and Dumber To,6
Laurie Holden,Dumb and Dumber To,4
Paul Rudd,They Came Together,29
Amy Poehler,They Came Together,11
Bill Hader,They Came Together,12
Cobie Smulders,They Came Together,4
Paul Walker,Brick Mansions,20
David Belle,Brick Mansions,3
RZA,Brick Mansions,4
Addison Timlin,The Town That Dreaded Sundown,3
Veronica Cartwright,The Town That Dreaded Sundown,4
Anthony Anderson,The Town That Dreaded Sundown,8
Travis Tope,The Town That Dreaded Sundown,1
Aubrey Plaza,Life After Beth,11
Dane DeHaan,Life After Beth,8
John C. Reilly,Life After Beth,26
Molly Shannon,Life After Beth,7
Taraji P. Henson,No Good Deed,11
Idris Elba,No Good Deed,18
Leslie Bibb,No Good Deed,7
Kate del Castillo,No Good Deed,1
Kevin Durand,Dark Was the Night,4
Lukas Haas,Dark Was the Night,6
Bianca Kajlich,Dark Was the Night,1
Nick Damici,Dark Was the Night,2
Michael Douglas,Beyond the Reach,35
Jeremy Irvine,Beyond the Reach,5
Martin Palmer,Beyond the Reach,1
Hanna Mangan Lawrence,Beyond the Reach,1
Hrithik Roshan,Bang Bang,18
Katrina Kaif,Bang Bang,18
Pawan Malhotra,Bang Bang,2
Danny Denzongpa,Bang Bang,6
Kit Harington,Pompeii,4
Emily Browning,Pompeii,6
Kiefer Sutherland,Pompeii,20
Adewale Akinnuoye-Agbaje,Pompeii,5
Ben Barnes,Seventh Son,5
Julianne Moore,Seventh Son,46
Jeff Bridges,Seventh Son,38
Alicia Vikander,Seventh Son,15
James Franco,Good People,23
Kate Hudson,Good People,20
Tom Wilkinson,Good People,28
Omar Sy,Good People,8
Ward Horton,Annabelle,1
Annabelle Wallis,Annabelle,6
Alfre Woodard,Annabelle,7
Tony Amendola,Annabelle,1
Zoey Deutch,Vampire Academy,10
Lucy Fry,Vampire Academy,3
Danila Kozlovskiy,Vampire Academy,3
Gabriel Byrne,Vampire Academy,12
Bradley Cooper,Serena,23
Jennifer Lawrence,Serena,20
Rhys Ifans,Serena,12
Toby Jones,Serena,7
Sarah Snook,Jessabelle,5
Mark Webber,Jessabelle,5
Joelle Carter,Jessabelle,1
David Andrews,Jessabelle,4
Samuel L. Jackson,Big Game,62
Onni Tommila,Big Game,2
Ray Stevenson,Big Game,9
Victor Garber,Big Game,3
Jason Bateman,The Longest Week,22
Olivia Wilde,The Longest Week,20
Billy Crudup,The Longest Week,13
Tony Roberts,The Longest Week,3
Tom Hopper,Northmen: A Viking Saga,4
Ryan Kwanten,Northmen: A Viking Saga,6
Ken Duken,Northmen: A Viking Saga,2
Charlie Murphy,Northmen: A Viking Saga,1
Anton Yelchin,Burying the Ex,14
Ashley Greene,Burying the Ex,2
Alexandra Daddario,Burying the Ex,9
Oliver Cooper,Burying the Ex,2
Justin Long,Tusk,17
Michael Parks,Tusk,3
Haley Joel Osment,Tusk,6
Genesis Rodriguez,Tusk,2
Cameron Diaz,Annie,32
Jamie Foxx,Annie,25
Rose Byrne,Annie,23
Joan Allen,A Good Marriage,15
Anthony LaPaglia,A Good Marriage,8
Stephen Lang,A Good Marriage,10
Cara Buono,A Good Marriage,2
Lucas Till,Wolves,2
Stephen McHattie,Wolves,6
John Pyper-Ferguson,Wolves,1
Merritt Patterson,Wolves,1
Jon Erwin,Moms' Night Out,4
Sarah Drew,Moms' Night Out,1
Sean Astin,Moms' Night Out,7
Patricia Heaton,Moms' Night Out,1
Trace Adkins,Moms' Night Out,3
Manuela Velasco,[REC] 4: Apocalypse,3
Paco Manzanedo,[REC] 4: Apocalypse,1
Ismael Fritschi,[REC] 4: Apocalypse,2
John Cusack,The Bag Man,42
Rebecca Da Costa,The Bag Man,1
Robert De Niro,The Bag Man,69
Crispin Glover,The Bag Man,8
Samuel Davis,Exists,1
Dora Madison,Exists,1
Roger Edwards,Exists,1
Chris Osborn,Exists,1
Tiger Shroff,Heropanti,2
Kriti Sanon,Heropanti,8
Parthaa Akerkar,Heropanti,1
Sunil Grover,Heropanti,1
Jason Segel,Sex Tape,14
Cameron Diaz,Sex Tape,32
Rob Corddry,Sex Tape,8
Ellie Kemper,Sex Tape,1
Aaron Eckhart,"I, Frankenstein",24
Bill Nighy,"I, Frankenstein",21
Miranda Otto,"I, Frankenstein",7
Virginie Le Brun,"I, Frankenstein",1
Salma Hayek,Everly,25
Hiroyuki Watanabe,Everly,1
Laura Cepeda,Everly,1
Togo Igawa,Everly,2
Sasha Grey,Open Windows,2
Elijah Wood,Open Windows,24
Neil Maskell,Open Windows,3
Adam Quintero,Open Windows,1
Brandy Schaefer,The Houses October Built,1
Zack Andrews,The Houses October Built,1
Bobby Roe,The Houses October Built,1
Mikey Roe,The Houses October Built,1
Jared Harris,The Quiet Ones,7
Sam Claflin,The Quiet Ones,11
Olivia Cooke,The Quiet Ones,7
Erin Richards,The Quiet Ones,1
Nicolas Cage,Rage,63
Rachel Nichols,Rage,3
Max Ryan,Rage,1
Michael McGrady,Rage,1
Andrew Jacobs,Paranormal Activity: The Marked Ones,1
Jorge Diaz,Paranormal Activity: The Marked Ones,1
Gabrielle Walsh,Paranormal Activity: The Marked Ones,1
Gloria Sandoval,Paranormal Activity: The Marked Ones,1
Sharon Leal,Addicted,3
Boris Kodjoe,Addicted,2
John Newberg,Addicted,1
Tyson Beckford,Addicted,1
Brittany Allen,Extraterrestrial,1
Freddie Stroma,Extraterrestrial,2
Jesse Moss,Extraterrestrial,2
Anja Savcic,Extraterrestrial,1
Hayden Christensen,American Heist,12
Earl Minor,American Heist,1
Adrien Brody,American Heist,23
Jordana Brewster,American Heist,10
Salman Khan,Jai Ho,19
Daisy Shah,Jai Ho,1
Tabu,Jai Ho,15
Danny Denzongpa,Jai Ho,6
Melissa McCarthy,Tammy,15
Susan Sarandon,Tammy,35
Kathy Bates,Tammy,19
Allison Janney,Tammy,13
Dinesh,Visaaranai,1
Samuthirakani,Visaaranai,5
Anandhi,Visaaranai,2
Murugadass,Visaaranai,1
Jayam Ravi,Thani Oruvan,3
Arvind Swami,Thani Oruvan,5
Nayanthara,Thani Oruvan,5
Nassar,Thani Oruvan,13
Nivin Pauly,Premam,2
Sai Pallavi,Premam,2
Madonna Sebastian,Premam,2
S.V. Krishna Shankar,Premam,1
Ajay Devgn,Drishyam,21
Shriya Saran,Drishyam,4
Tabu,Drishyam,15
Rajat Kapoor,Drishyam,4
Nirup Bhandari,RangiTaranga,2
Radhika Narayan,RangiTaranga,1
Avantika Shetty,RangiTaranga,1
Sai Kumar,RangiTaranga,1
Tom Hardy,Mad Max: Fury Road,16
Charlize Theron,Mad Max: Fury Road,39
Nicholas Hoult,Mad Max: Fury Road,22
Ronnie Del Carmen,Inside Out,2
Amy Poehler,Inside Out,11
Bill Hader,Inside Out,12
Lewis Black,Inside Out,2
Mindy Kaling,Inside Out,3
Mark Ruffalo,Spotlight,29
Michael Keaton,Spotlight,29
Rachel McAdams,Spotlight,26
Liev Schreiber,Spotlight,17
Brie Larson,Room,11
Jacob Tremblay,Room,7
Sean Bridgers,Room,1
Wendy Crewson,Room,5
Richa Chadha,Masaan,3
Sanjay Mishra,Masaan,3
Vicky Kaushal,Masaan,7
Pankaj Tripathi,Masaan,10
Irrfan Khan,Talvar,19
Konkona Sen Sharma,Talvar,6
Neeraj Kabi,Talvar,2
Sohum Shah,Talvar,2
Mehmet Tutkun,Bajrangi Bhaijaan,2
Salman Khan,Bajrangi Bhaijaan,19
Harshaali Malhotra,Bajrangi Bhaijaan,1
Nawazuddin Siddiqui,Bajrangi Bhaijaan,14
Kareena Kapoor,Bajrangi Bhaijaan,12
Leonardo DiCaprio,The Revenant,27
Tom Hardy,The Revenant,16
Will Poulter,The Revenant,6
Domhnall Gleeson,The Revenant,13
Matt Damon,The Martian,45
Jessica Chastain,The Martian,21
Kristen Wiig,The Martian,19
Kate Mara,The Martian,7
Prabhas,Baahubali: The Beginning,4
Rana Daggubati,Baahubali: The Beginning,4
Anushka Shetty,Baahubali: The Beginning,3
Tamannaah Bhatia,Baahubali: The Beginning,4
Dulquer Salmaan,Charlie,8
Parvathy Thiruvothu,Charlie,1
Aparna Gopinath,Charlie,1
Nedumudi Venu,Charlie,1
Nawazuddin Siddiqui,Manjhi: The Mountain Man,14
Radhika Apte,Manjhi: The Mountain Man,7
Ashutosh Acharya,Manjhi: The Mountain Man,1
Shahzad Ahmed,Manjhi: The Mountain Man,1
Kakule William,Who Killed Captain Alex?,1
Sserunya Ernest,Who Killed Captain Alex?,1
G. Puffs,Who Killed Captain Alex?,1
Kavubu Muhammed,Who Killed Captain Alex?,1
Akshay Kumar,Baby,44
Danny Denzongpa,Baby,6
Rana Daggubati,Baby,4
Taapsee Pannu,Baby,9
Nadir Saribacak,Ivy,1
Hakan Karsak,Ivy,1
Christian Bale,The Big Short,37
Steve Carell,The Big Short,31
Ryan Gosling,The Big Short,24
Brad Pitt,The Big Short,39
Samuel L. Jackson,The Hateful Eight,62
Kurt Russell,The Hateful Eight,34
Jennifer Jason Leigh,The Hateful Eight,19
Walton Goggins,The Hateful Eight,4
Daisy Ridley,Star Wars: Episode VII - The Force Awakens,5
John Boyega,Star Wars: Episode VII - The Force Awakens,8
Oscar Isaac,Star Wars: Episode VII - The Force Awakens,20
Domhnall Gleeson,Star Wars: Episode VII - The Force Awakens,13
O'Shea Jackson Jr.,Straight Outta Compton,5
Corey Hawkins,Straight Outta Compton,2
Jason Mitchell,Straight Outta Compton,3
Neil Brown Jr.,Straight Outta Compton,1
Louis Hofmann,Land of Mine,1
Joel Basman,Land of Mine,1
Nilbio Torres,Embrace of the Serpent,1
Jan Bijvoet,Embrace of the Serpent,3
Brionne Davis,Embrace of the Serpent,1
Toshiyuki Tsuru,Boruto: Naruto The Movie,1
Kokoro Kikuchi,Boruto: Naruto The Movie,1
Junko Takeuchi,Boruto: Naruto The Movie,3
Emily Blunt,Sicario,27
Josh Brolin,Sicario,20
Benicio Del Toro,Sicario,20
Jon Bernthal,Sicario,13
Bahar Pars,A Man Called Ove,1
Filip Berg,A Man Called Ove,1
Ida Engvoll,A Man Called Ove,1
Thomas Mann,Me and Earl and the Dying Girl,3
RJ Cyler,Me and Earl and the Dying Girl,4
Olivia Cooke,Me and Earl and the Dying Girl,7
Nick Offerman,Me and Earl and the Dying Girl,8
Abraham Attah,Beasts of No Nation,1
Emmanuel Affadzi,Beasts of No Nation,1
Ricky Adelayitor,Beasts of No Nation,1
Andrew Adote,Beasts of No Nation,1
Jeff Bridges,The Little Prince,38
Mackenzie Foy,The Little Prince,3
Rachel McAdams,The Little Prince,26
Marion Cotillard,The Little Prince,17
Helena Albergaria,The Second Mother,1
Michel Joelsas,The Second Mother,1
Tom Hanks,Bridge of Spies,52
Mark Rylance,Bridge of Spies,7
Alan Alda,Bridge of Spies,7
Amy Ryan,Bridge of Spies,10
Michael B. Jordan,Creed,10
Sylvester Stallone,Creed,39
Tessa Thompson,Creed,12
Phylicia Rashad,Creed,4
Laia Costa,Victoria,2
Frederick Lau,Victoria,2
Franz Rogowski,Victoria,2
Burak Yigit,Victoria,1
Doga Zeynep Doguslu,Mustang,1
Tugba Sunguroglu,Mustang,1
Elit Iscan,Mustang,1
Aoi Miyazaki,The Boy and the Beast,2
Suzu Hirose,The Boy and the Beast,2
Deepika Padukone,Piku,20
Amitabh Bachchan,Piku,27
Irrfan Khan,Piku,19
Moushumi Chatterjee,Piku,1
Sushant Singh Rajput,Detective Byomkesh Bakshy!,7
Anand Tiwari,Detective Byomkesh Bakshy!,2
Neeraj Kabi,Detective Byomkesh Bakshy!,2
Divya Menon,Detective Byomkesh Bakshy!,1
Talat Bulut,The Miracle,1
Mert Turak,The Miracle,1
Erdem Yener,The Miracle,1
Ayman Jamal,Bilal: A New Breed of Hero,1
Adewale Akinnuoye-Agbaje,Bilal: A New Breed of Hero,5
Ian McShane,Bilal: A New Breed of Hero,11
China Anne McClain,Bilal: A New Breed of Hero,1
Thomas Ian Nicholas,Bilal: A New Breed of Hero,3
Kangana Ranaut,Tanu Weds Manu Returns,10
Madhavan,Tanu Weds Manu Returns,9
Jimmy Shergill,Tanu Weds Manu Returns,4
Deepak Dobriyal,Tanu Weds Manu Returns,5
Saoirse Ronan,Brooklyn,17
Emory Cohen,Brooklyn,6
Domhnall Gleeson,Brooklyn,13
Jim Broadbent,Brooklyn,22
Christopher Plummer,Remember,27
Kim Roberts,Remember,1
Amanda Smith,Remember,1
Martin Landau,Remember,6
Haruka Ayase,Our Little Sister,1
Masami Nagasawa,Our Little Sister,1
Kaho,Our Little Sister,1
Suzu Hirose,Our Little Sister,2
Ayushmann Khurrana,Dum Laga Ke Haisha,15
Bhumi Pednekar,Dum Laga Ke Haisha,9
Sheeba Chaddha,Dum Laga Ke Haisha,5
Sanjay Mishra,Dum Laga Ke Haisha,3
Mahesh Babu,Srimanthudu,9
Shruti Haasan,Srimanthudu,5
Jagapathi Babu,Srimanthudu,7
Rajendra Prasad,Srimanthudu,2
Tom Cruise,Mission: Impossible - Rogue Nation,38
Rebecca Ferguson,Mission: Impossible - Rogue Nation,9
Jeremy Renner,Mission: Impossible - Rogue Nation,15
Simon Pegg,Mission: Impossible - Rogue Nation,20
Kevin Costner,"McFarland, USA",39
Maria Bello,"McFarland, USA",16
Ramiro Rodriguez,"McFarland, USA",1
Carlos Pratts,"McFarland, USA",1
Bryan Cranston,Trumbo,14
Diane Lane,Trumbo,22
Helen Mirren,Trumbo,27
Louis C.K.,Trumbo,4
Urs Rechn,Son of Saul,1
Todd Charmont,Son of Saul,1
Pierfrancesco Favino,Suburra,3
Elio Germano,Suburra,2
Claudio Amendola,Suburra,1
Alessandro Borghi,Suburra,2
Ryan Corr,Holding the Man,2
Sarah Snook,Holding the Man,5
Francesco Ferdinandi,Holding the Man,1
Craig Stott,Holding the Man,1
Mehmet Tutkun,Badlapur,2
Varun Dhawan,Badlapur,9
Nawazuddin Siddiqui,Badlapur,14
Yami Gautam,Badlapur,9
Huma Qureshi,Badlapur,5
Kirin Kiki,Sweet Bean,3
Masatoshi Nagase,Sweet Bean,3
Kyara Uchida,Sweet Bean,1
Miki Mizuno,Sweet Bean,1
Vikram,I,5
Amy Jackson,I,3
Suresh Gopi,I,2
Upen Patel,I,1
Ertan Saban,Limonata,1
Serkan Keskin,Limonata,3
Funda Eryigit,Limonata,1
Luran Ahmeti,Limonata,1
Hande Dogandemir,Telling Tales,1
Fatih Artman,Telling Tales,1
Cengiz Bozkurt,Telling Tales,3
Sadi Celil Cengiz,Telling Tales,1
Robert Downey Jr.,Avengers: Age of Ultron,36
Chris Evans,Avengers: Age of Ultron,29
Mark Ruffalo,Avengers: Age of Ultron,29
Chris Hemsworth,Avengers: Age of Ultron,19
Paul Rudd,Ant-Man,29
Michael Douglas,Ant-Man,35
Corey Stoll,Ant-Man,2
Evangeline Lilly,Ant-Man,6
Jake Gyllenhaal,Southpaw,33
Rachel McAdams,Southpaw,26
Oona Laurence,Southpaw,2
Forest Whitaker,Southpaw,24
Helen Mirren,Eye in the Sky,27
Aaron Paul,Eye in the Sky,10
Alan Rickman,Eye in the Sky,12
Barkhad Abdi,Eye in the Sky,3
Jakob Salvati,Little Boy,1
Emily Watson,Little Boy,18
David Henrie,Little Boy,1
Michael Rapaport,Little Boy,7
Michael Caine,Youth,45
Harvey Keitel,Youth,24
Rachel Weisz,Youth,29
Jane Fonda,Youth,20
Taron Egerton,Eddie the Eagle,9
Hugh Jackman,Eddie the Eagle,31
Tom Costello,Eddie the Eagle,1
Jo Hartley,Eddie the Eagle,2
Joseph Gordon-Levitt,The Walk,22
Charlotte Le Bon,The Walk,5
Guillaume Baillargeon,The Walk,1
Helen Mirren,Woman in Gold,27
Ryan Reynolds,Woman in Gold,41
Katie Holmes,Woman in Gold,10
Charlie Kaufman,Anomalisa,1
David Thewlis,Anomalisa,17
Jennifer Jason Leigh,Anomalisa,19
Tom Noonan,Anomalisa,2
Richard Starzak,Shaun the Sheep Movie,1
Justin Fletcher,Shaun the Sheep Movie,2
John Sparkes,Shaun the Sheep Movie,2
Omid Djalili,Shaun the Sheep Movie,2
Richard Webber,Shaun the Sheep Movie,1
Deepika Padukone,Tamasha,20
Ranbir Kapoor,Tamasha,14
Ishwak Singh,Tamasha,1
Arushi Sharma,Tamasha,2
Mario Casas,Palm Trees in the Snow,10
Adriana Ugarte,Palm Trees in the Snow,3
Mahdi Pakdel,Muhammad: The Messenger of God,1
Sareh Bayat,Muhammad: The Messenger of God,1
Mina Sadati,Muhammad: The Messenger of God,2
Ali Reza Shoja'noori,Muhammad: The Messenger of God,1
Dolores Fonzi,Truman,2
Troilo,Truman,1
Jafar Panahi,Taxi,1
Nasrin Sotoudeh,Taxi,1
Kartik Aaryan,Pyaar Ka Punchnama 2,7
Omkar Kapoor,Pyaar Ka Punchnama 2,1
Sunny Singh,Pyaar Ka Punchnama 2,2
Nushrratt Bharuccha,Pyaar Ka Punchnama 2,6
Ajith Kumar,Yennai Arindhaal,9
Arun Vijay,Yennai Arindhaal,1
Trisha Krishnan,Yennai Arindhaal,6
Anushka Shetty,Yennai Arindhaal,3
Blake Lively,The Age of Adaline,12
Michiel Huisman,The Age of Adaline,7
Harrison Ford,The Age of Adaline,39
Kathy Baker,The Age of Adaline,4
Henry Cavill,The Man from U.N.C.L.E.,14
Armie Hammer,The Man from U.N.C.L.E.,12
Alicia Vikander,The Man from U.N.C.L.E.,15
Elizabeth Debicki,The Man from U.N.C.L.E.,4
Dev Patel,The Man Who Knew Infinity,9
Jeremy Irons,The Man Who Knew Infinity,24
Malcolm Sinclair,The Man Who Knew Infinity,1
Raghuvir Joshi,The Man Who Knew Infinity,1
Cate Blanchett,Carol,41
Rooney Mara,Carol,16
Sarah Paulson,Carol,7
Kyle Chandler,Carol,9
Michael Fassbender,Steve Jobs,22
Kate Winslet,Steve Jobs,30
Seth Rogen,Steve Jobs,24
Jeff Daniels,Steve Jobs,20
Shameik Moore,Dope,4
Tony Revolori,Dope,1
Kiersey Clemons,Dope,2
Kimberly Elise,Dope,6
Ranveer Singh,Bajirao Mastani,13
Deepika Padukone,Bajirao Mastani,20
Priyanka Chopra Jonas,Bajirao Mastani,17
Tanvi Azmi,Bajirao Mastani,1
Jason Segel,The End of the Tour,14
Jesse Eisenberg,The End of the Tour,26
Anna Chlumsky,The End of the Tour,3
Mamie Gummer,The End of the Tour,4
Masako Nozawa,"Dragon Ball Z: Resurrection ""F""",6
Hiromi Tsuru,"Dragon Ball Z: Resurrection ""F""",2
George Lopez,Spare Parts,4
Jamie Lee Curtis,Spare Parts,25
Carlos PenaVega,Spare Parts,1
Marisa Tomei,Spare Parts,23
Jesuthasan Antonythasan,Dheepan,1
Kalieaswari Srinivasan,Dheepan,1
Claudine Vinasithamby,Dheepan,1
Vincent Rottiers,Dheepan,1
Alfredo Castro,The Club,2
Antonia Zegers,The Club,2
Marcelo Alonso,The Club,1
Anushka Sharma,NH 10,10
Neil Bhoopalam,NH 10,3
Darshan Kumaar,NH 10,3
Deepti Naval,NH 10,1
Kurt Russell,Bone Tomahawk,34
Patrick Wilson,Bone Tomahawk,25
Matthew Fox,Bone Tomahawk,7
Richard Jenkins,Bone Tomahawk,16
Colin Farrell,The Lobster,39
Rachel Weisz,The Lobster,29
Jessica Barden,The Lobster,1
Olivia Colman,The Lobster,8
Vin Diesel,Furious 7,24
Paul Walker,Furious 7,20
Dwayne Johnson,Furious 7,37
Jason Statham,Furious 7,36
Robert De Niro,The Intern,69
Anne Hathaway,The Intern,31
Rene Russo,The Intern,16
Anders Holm,The Intern,2
Carey Mulligan,Far from the Madding Crowd,14
Matthias Schoenaerts,Far from the Madding Crowd,12
Michael Sheen,Far from the Madding Crowd,11
Tom Sturridge,Far from the Madding Crowd,4
Jason Clarke,Everest,15
Ang Phula Sherpa,Everest,1
Thomas M. Wright,Everest,1
Martin Henderson,Everest,5
Eddie Redmayne,The Danish Girl,15
Alicia Vikander,The Danish Girl,15
Amber Heard,The Danish Girl,12
Ben Whishaw,The Danish Girl,8
Will Smith,Concussion,29
Alec Baldwin,Concussion,32
Albert Brooks,Concussion,10
David Morse,Concussion,14
Kitana Kiki Rodriguez,Tangerine,1
Mya Taylor,Tangerine,1
Karren Karagulian,Tangerine,1
Mickey O'Hagan,Tangerine,1
Vincent Cassel,My King,23
Emmanuelle Bercot,My King,1
Louis Garrel,My King,3
Isild Le Besco,My King,1
Pili Groyne,The Brand New Testament,1
Catherine Deneuve,The Brand New Testament,14
Charlotte Rampling,45 Years,17
Tom Courtenay,45 Years,3
Geraldine James,45 Years,2
Dolly Wells,45 Years,2
Akshay Kumar,Gabbar Is Back,44
Shruti Haasan,Gabbar Is Back,5
Kareena Kapoor,Gabbar Is Back,12
Suman,Gabbar Is Back,2
Anya Taylor-Joy,The VVitch: A New-England Folktale,11
Ralph Ineson,The VVitch: A New-England Folktale,3
Kate Dickie,The VVitch: A New-England Folktale,2
Julian Richings,The VVitch: A New-England Folktale,1
Melissa McCarthy,Spy,15
Rose Byrne,Spy,23
Jude Law,Spy,33
Jason Statham,Spy,36
Anton Yelchin,Green Room,14
Imogen Poots,Green Room,11
Alia Shawkat,Green Room,4
Patrick Stewart,Green Room,13
Jason Bateman,The Gift,22
Rebecca Hall,The Gift,16
Joel Edgerton,The Gift,21
Allison Tolman,The Gift,2
Jake Gyllenhaal,Demolition,33
Naomi Watts,Demolition,33
Chris Cooper,Demolition,15
Judah Lewis,Demolition,6
Scott Eastwood,The Longest Ride,6
Britt Robertson,The Longest Ride,7
Alan Alda,The Longest Ride,7
Jack Huston,The Longest Ride,6
Kate Winslet,The Dressmaker,30
Judy Davis,The Dressmaker,9
Liam Hemsworth,The Dressmaker,15
Hugo Weaving,The Dressmaker,11
Emma Watson,Colonia,16
Michael Nyqvist,Colonia,9
Richenda Carey,Colonia,1
Russell Crowe,Fathers & Daughters,32
Amanda Seyfried,Fathers & Daughters,21
Aaron Paul,Fathers & Daughters,10
Diane Kruger,Fathers & Daughters,14
Oliver Masucci,Look Who's Back,1
Marc-Marvin Israel,Look Who's Back,1
David Gebigke,Look Who's Back,1
Noah Schnapp,The Peanuts Movie,1
Bill Melendez,The Peanuts Movie,1
Hadley Belle Miller,The Peanuts Movie,1
Francesca Capaldi,The Peanuts Movie,1
Al Pacino,Danny Collins,36
Annette Bening,Danny Collins,25
Jennifer Garner,Danny Collins,24
Bobby Cannavale,Danny Collins,7
Donnie Yen,Ip Man 3,14
Lynn Xiong,Ip Man 3,2
Jin Zhang,Ip Man 3,2
Mike Tyson,Ip Man 3,1
Yuliya Peresild,Battle for Sevastopol,1
Evgeniy Tsyganov,Battle for Sevastopol,1
Oleg Vasilkov,Battle for Sevastopol,1
Nikita Tarasov,Battle for Sevastopol,1
Frank Lammers,The Admiral,2
Sanne Langelaar,The Admiral,1
Barry Atsma,The Admiral,2
Lieke van Lexmond,The Admiral,1
Anil Kapoor,Dil Dhadakne Do,10
Shefali Shah,Dil Dhadakne Do,5
Priyanka Chopra Jonas,Dil Dhadakne Do,17
Ranveer Singh,Dil Dhadakne Do,13
Tuva Novotny,A War,4
Charlotte Munck,A War,1
Claudio Santamaria,They Call Me Jeeg,1
Luca Marinelli,They Call Me Jeeg,1
Ilenia Pastorelli,They Call Me Jeeg,1
Stefano Ambrogi,They Call Me Jeeg,1
Lily James,Cinderella,9
Cate Blanchett,Cinderella,41
Richard Madden,Cinderella,4
Helena Bonham Carter,Cinderella,19
Chris Pratt,Jurassic World,17
Bryce Dallas Howard,Jurassic World,12
Ty Simpkins,Jurassic World,4
Judy Greer,Jurassic World,8
Tom Hardy,Legend,16
Emily Browning,Legend,6
Taron Egerton,Legend,9
Paul Anderson,Legend,3
Johnny Depp,Black Mass,49
Benedict Cumberbatch,Black Mass,14
Dakota Johnson,Black Mass,8
Joel Edgerton,Black Mass,21
Chris Hemsworth,In the Heart of the Sea,19
Cillian Murphy,In the Heart of the Sea,17
Brendan Gleeson,In the Heart of the Sea,15
Ben Whishaw,In the Heart of the Sea,8
Antonio Banderas,The 33,44
Rodrigo Santoro,The 33,9
Juliette Binoche,The 33,19
James Brolin,The 33,7
Kodi Smit-McPhee,Slow West,10
Caren Pistorius,Slow West,3
Aorere Paki,Slow West,1
Jeffrey Thomas,Slow West,2
Carey Mulligan,Suffragette,14
Anne-Marie Duff,Suffragette,4
Helena Bonham Carter,Suffragette,19
Meryl Streep,Suffragette,45
Guillermo Francella,The Clan,1
Peter Lanzani,The Clan,1
Daniel Craig,Spectre,23
Christoph Waltz,Spectre,10
Ralph Fiennes,Spectre,31
Sharlto Copley,Chappie,11
Dev Patel,Chappie,9
Hugh Jackman,Chappie,31
Sigourney Weaver,Chappie,31
Ezra Miller,The Stanford Prison Experiment,6
Tye Sheridan,The Stanford Prison Experiment,10
Billy Crudup,The Stanford Prison Experiment,13
Olivia Thirlby,The Stanford Prison Experiment,8
Lake Bell,Man Up,8
Rory Kinnear,Man Up,3
Ken Stott,Man Up,4
Harriet Walter,Man Up,2
Bel Powley,The Diary of a Teenage Girl,7
Kristen Wiig,The Diary of a Teenage Girl,19
Christopher Meloni,The Diary of a Teenage Girl,5
Ian McKellen,Mr. Holmes,19
Laura Linney,Mr. Holmes,22
Hiroyuki Sanada,Mr. Holmes,5
Hattie Morahan,Mr. Holmes,1
Drew Barrymore,Miss You Already,26
Toni Collette,Miss You Already,26
Dominic Cooper,Miss You Already,10
Paddy Considine,Miss You Already,9
Cate Blanchett,Truth,41
Robert Redford,Truth,31
Dennis Quaid,Truth,47
